Establishment_id,Name,Category,Inspection_date,Inspection_results,City,State,Zip,Address_line_1,Address_line_2,Food_from_approved_source,Food_protected_from_contamination,Ill_workers_restricted,Proper_hand_washing,Cooling_time_and_temperature,Cold_holding_temperature,Hot_holding_temperature,Cooking_time_and_temperature,Reheating_time_and_temperature,Hot_and_cold_running_water_provided,Proper_sewage_disposal,No_bare_hand_contact,Adequate_hand_washing_facilities,Rodent_and_insects,Food_contact_surfaces_and_equipment,Inspection_type,Owner,Type,Location
2224,SEVEN ELEVEN 24841B,Convenience Store,7/1/2014 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,8600 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Change Of Ownership,ARVINDER MAKKAR,Food Establishments,POINT (-76.931899 38.995572)
2224,SEVEN ELEVEN 24841B,Convenience Store,7/20/2017 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,8600 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,ARVINDER MAKKAR,Food Establishments,POINT (-76.931899 38.995572)
2224,SEVEN ELEVEN 24841B,Convenience Store,7/1/2014 0:00,------,COLLEGE PARK,MD,20740,8600 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,ARVINDER MAKKAR,Food Establishments,POINT (-76.931899 38.995572)
2224,SEVEN ELEVEN 24841B,Convenience Store,10/20/2011 0:00,------,COLLEGE PARK,MD,20740,8600 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Change Of Ownership,ARVINDER MAKKAR,Food Establishments,POINT (-76.931899 38.995572)
2224,SEVEN ELEVEN 24841B,Convenience Store,4/17/2012 0:00,------,COLLEGE PARK,MD,20740,8600 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ARVINDER MAKKAR,Food Establishments,POINT (-76.931899 38.995572)
2224,SEVEN ELEVEN 24841B,Convenience Store,10/25/2013 0:00,------,COLLEGE PARK,MD,20740,8600 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ARVINDER MAKKAR,Food Establishments,POINT (-76.931899 38.995572)
2224,SEVEN ELEVEN 24841B,Convenience Store,4/10/2015 0:00,------,COLLEGE PARK,MD,20740,8600 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,ARVINDER MAKKAR,Food Establishments,POINT (-76.931899 38.995572)
2224,SEVEN ELEVEN 24841B,Convenience Store,1/4/2013 0:00,------,COLLEGE PARK,MD,20740,8600 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,ARVINDER MAKKAR,Food Establishments,POINT (-76.931899 38.995572)
2224,SEVEN ELEVEN 24841B,Convenience Store,3/27/2015 0:00,------,COLLEGE PARK,MD,20740,8600 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ARVINDER MAKKAR,Food Establishments,POINT (-76.931899 38.995572)
1031,NEW YORK DELI,Full Service,10/4/2018 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,4/9/2019 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,5/24/2016 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,2/17/2017 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,6/8/2015 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Restaurant,6/3/2021 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,1/23/2014 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,10/17/2017 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,2/22/2017 0:00,Compliance Schedule - Completed,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,11/13/2019 0:00,------,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,1/23/2014 0:00,------,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,11/14/2012 0:00,------,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,6/4/2012 0:00,------,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
1031,NEW YORK DELI,Full Service,9/27/2018 0:00,------,COLLEGE PARK,MD,20740,4926 EDGEWOOD RD,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ASHLEIGH WILLIAMS,Food Establishments,POINT (-76.921745 39.016075)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,9/30/2021 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991128)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,9/30/2021 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991128)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,9/30/2021 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991128)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,1/19/2016 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991129)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,8/16/2017 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Food Complaint,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991129)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,7/9/2012 0:00,------,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991129)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,3/8/2013 0:00,------,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991129)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,8/20/2012 0:00,------,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991129)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,9/17/2014 0:00,------,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991129)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,6/1/2015 0:00,------,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991129)
2329,TOWN HALL RESTAURANT AND LIQUOR,Bar/Tavern/Lounge,3/31/2017 0:00,------,COLLEGE PARK,MD,20740,8135 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Monitoring,ASHUTA TANDON,Food Establishments,POINT (-76.933801 38.991129)
2138,POTBELLY SANDWICH WORKS,Fast Food,11/6/2019 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2139,POTBELLY SANDWICH WORKS,Fast Food,11/15/2019 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2138,POTBELLY SANDWICH WORKS,Fast Food,1/21/2020 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Single Foodborne Illness,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2138,POTBELLY SANDWICH WORKS,Fast Food - Chain,9/10/2020 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Food Complaint,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2139,POTBELLY SANDWICH WORKS,Fast Food,10/19/2018 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2138,POTBELLY SANDWICH WORKS,Fast Food,3/8/2019 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Monitoring,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2139,POTBELLY SANDWICH WORKS,Fast Food,3/27/2018 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2139,POTBELLY SANDWICH WORKS,Fast Food,6/17/2019 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2139,POTBELLY SANDWICH WORKS,Fast Food,10/11/2019 0:00,Non-Compliant - Violations Observed,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Food Complaint,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2139,POTBELLY SANDWICH WORKS,Fast Food,5/11/2017 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2138,POTBELLY SANDWICH WORKS,Fast Food,9/4/2018 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2138,POTBELLY SANDWICH WORKS,Fast Food,7/5/2016 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2139,POTBELLY SANDWICH WORKS,Fast Food,10/26/2015 0:00,Critical Violations observed,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2139,POTBELLY SANDWICH WORKS,Fast Food - Chain,3/4/2021 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2139,POTBELLY SANDWICH WORKS,Fast Food - Chain,7/28/2021 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2138,POTBELLY SANDWICH WORKS,Fast Food - Chain,8/10/2021 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2139,POTBELLY SANDWICH WORKS,Fast Food,10/19/2016 0:00,Compliant - No Health Risk,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Monitoring,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2138,POTBELLY SANDWICH WORKS,Fast Food,1/7/2020 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,N/A,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2138,POTBELLY SANDWICH WORKS,Fast Food,1/14/2020 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2138,POTBELLY SANDWICH WORKS,Fast Food,11/14/2019 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2139,POTBELLY SANDWICH WORKS,Fast Food,11/26/2019 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2138,POTBELLY SANDWICH WORKS,Fast Food,11/22/2019 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2139,POTBELLY SANDWICH WORKS,Fast Food,12/4/2019 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,10260 BALTIMORE AVE,H,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,BASYE MOSKOWITZ,Food Establishments,POINT (-76.924545 39.022579)
2138,POTBELLY SANDWICH WORKS,Fast Food,12/3/2019 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2138,POTBELLY SANDWICH WORKS,Fast Food,12/11/2019 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2138,POTBELLY SANDWICH WORKS,Fast Food,10/5/2018 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2138,POTBELLY SANDWICH WORKS,Fast Food,4/8/2019 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2138,POTBELLY SANDWICH WORKS,Fast Food,1/15/2014 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2138,POTBELLY SANDWICH WORKS,Fast Food,3/22/2019 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Re-inspection,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
2138,POTBELLY SANDWICH WORKS,Fast Food,7/19/2017 0:00,Compliance Schedule - Outstanding,COLLEGE PARK,MD,20740,7422 BALTIMORE AVE,------,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Comprehensive,BASYE MOSKOWITZ,Food Establishments,POINT (-76.93798 38.98151)
